0.000000000000000000e+00 -1.022067394958756026e+01 -6.656554717337709981e+00 -1.101802468303569649e+00 -1.101802468303560101e+00 2.140810139310619586e+00 4.395291479400056822e+00 4.395291479400059487e+00 8.976980995599387114e+00 8.976980995599392443e+00 9.248436284304998978e+00 1.374083670797549850e+01 1.374083670797550916e+01 1.440133167695370098e+01 1.704710349531406521e+01 1.810239487721776186e+01 1.966971625706888105e+01 1.966971625706888105e+01 2.014297702825972181e+01 2.014297702825972891e+01 2.870435219382414616e+01
2.564102564102564014e-02 -1.024356016071830311e+01 -6.617723753637286599e+00 -1.098463394987544639e+00 -1.098463394987536423e+00 2.148492171658025196e+00 4.405333505523272741e+00 4.405333505523283399e+00 8.956705116421233015e+00 8.956705116421247226e+00 9.231729902318136283e+00 1.376999728382764410e+01 1.376999728382764587e+01 1.438298650404010814e+01 1.690399779292347660e+01 1.819991413748603293e+01 1.958974133406406182e+01 1.958974133406408669e+01 2.020068615515130261e+01 2.020068615515130617e+01 2.876136340592980645e+01
5.128205128205128027e-02 -1.030946601222385262e+01 -6.503963761168032320e+00 -1.088306223931212458e+00 -1.088306223931209349e+00 2.171493464027297371e+00 4.434230046592833041e+00 4.434230046592842811e+00 8.899201886796236138e+00 8.899201886796237915e+00 9.181444849715287404e+00 1.385496052895169505e+01 1.385496052895170571e+01 1.432663959778841267e+01 1.656887106982048152e+01 1.840417227250719989e+01 1.940939296222750343e+01 1.940939296222751054e+01 2.031452079936293487e+01 2.031452079936294552e+01 2.892800851953322905e+01
7.692307692307692735e-02 -1.041129586451283906e+01 -6.322312852354761148e+00 -1.070934296387938689e+00 -1.070934296387932250e+00 2.209672506624666077e+00 4.478259757658674900e+00 4.478259757658684670e+00 8.813763284617483151e+00 8.813763284617492033e+00 9.097087417311852775e+00 1.398888189363452916e+01 1.398888189363453272e+01 1.422724591303046360e+01 1.614898100330614739e+01 1.862564820690005263e+01 1.918326155665768695e+01 1.918326155665770116e+01 2.043076780381953839e+01 2.043076780381954194e+01 2.919217366969444782e+01
1.025641025641025605e-01 -1.054010689871899409e+01 -6.081625744735958072e+00 -1.045759611808674494e+00 -1.045759611808669831e+00 2.262770082807463279e+00 4.531146897010623675e+00 4.531146897010629004e+00 8.714049756450796380e+00 8.714049756450799933e+00 8.977845313334976041e+00 1.407258104864827963e+01 1.416222950868380792e+01 1.416222950868381503e+01 1.570230431605737742e+01 1.883681484199583167e+01 1.892898813794246138e+01 1.892898813794248269e+01 2.053334531172096078e+01 2.053334531172097499e+01 2.953661704061098092e+01
1.282051282051281937e-01 -1.068723518260882521e+01 -5.790461805144992979e+00 -1.012099330352274729e+00 -1.012099330352270954e+00 2.330375092025513961e+00 4.584101853129987525e+00 4.584101853129991078e+00 8.616379854115596260e+00 8.616379854115614023e+00 8.822595990197182658e+00 1.383941608852666505e+01 1.436436620443685896e+01 1.436436620443686607e+01 1.527842505198258571e+01 1.865381620079424962e+01 1.865381620079426739e+01 1.903216735465158393e+01 2.061743521787554911e+01 2.061743521787557754e+01 2.994191741037025878e+01
1.538461538461538547e-01 -1.084532206498516871e+01 -5.456083290628654936e+00 -9.692895553659081065e-01 -9.692895553659001129e-01 2.411878006386293016e+00 4.626249869050263364e+00 4.626249869050273134e+00 8.538224446060917572e+00 8.538224446060924677e+00 8.629912488237014401e+00 1.350162042834416987e+01 1.458438051296989002e+01 1.458438051296989535e+01 1.492442079640469466e+01 1.836290902321470497e+01 1.836290902321471918e+01 1.921196439851855331e+01 2.068152570407010771e+01 2.068152570407011837e+01 3.038880923772309472e+01
1.794871794871794879e-01 -1.100848002867349784e+01 -5.084329668483995590e+00 -9.168041295062238083e-01 -9.168041295062215879e-01 2.506412268197819593e+00 4.645861390358002829e+00 4.645861390358016152e+00 8.398084564482594772e+00 8.496547652900988012e+00 8.496547652900996894e+00 1.306005543434577731e+01 1.465832787286640837e+01 1.481092047423290836e+01 1.481092047423291014e+01 1.806208079836308400e+01 1.806208079836309466e+01 1.937755700822317095e+01 2.072539381365121969e+01 2.072539381365123035e+01 3.085957254904173297e+01
2.051282051282051211e-01 -1.117206255425367978e+01 -4.679910506741959964e+00 -8.543708453851719398e-01 -8.543708453851670548e-01 2.612782656313862972e+00 4.632615432116010012e+00 4.632615432116022447e+00 8.125213237042281378e+00 8.505541570882234836e+00 8.505541570882250824e+00 1.255069721852874487e+01 1.446177833721534256e+01 1.503084515042970182e+01 1.503084515042970892e+01 1.775986938839162477e+01 1.775986938839162832e+01 1.953008259299139127e+01 2.074949930356556393e+01 2.074949930356557459e+01 3.133861901890403345e+01
2.307692307692307543e-01 -1.133234516599585540e+01 -4.246820122820389010e+00 -7.820831875430224178e-01 -7.820831875430174218e-01 2.729377333652220461e+00 4.580348921607856560e+00 4.580348921607861890e+00 7.809493507410792290e+00 8.574066423568943662e+00 8.574066423568950768e+00 1.201527993838247532e+01 1.430944178319173155e+01 1.522610843106466127e+01 1.522610843106466660e+01 1.747077275083125514e+01 1.747077275083127645e+01 1.967020056801237970e+01 2.075478666047028753e+01 2.075478666047029108e+01 3.181257215816666317e+01
