0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00
2.587592227708841675e-13 3.422023450746658479e-03 -3.031732724229420074e-13 6.419428002433721220e-03 3.719453101545034390e-01 -3.908090978880758570e-02 -4.672391687994277842e-01 -1.120697148625833112e-01 -1.468420002362705486e-02 -3.048790413047801628e-01 1.309944288518430713e-02 -8.060807383566462314e-02 2.096563578138063016e-02 2.407115095799522986e-01 4.759198244255126165e-01 -1.125943554787878498e-01
2.406757230361217482e-18 2.282008371554842749e-03 -4.580944419265166822e-18 -3.079308716778675695e-04 -2.558492696482316808e-01 2.688250648761110473e-02 -9.837271695326575693e-02 -9.721495097391123774e-02 -1.196816188428709120e-03 -2.484876067038010311e-02 -3.096316117983772404e-02 1.905333532781264272e-01 -2.713440607777431804e-02 -3.115366472469307535e-01 4.935104713487266370e-02 -9.158223665056675067e-02
1.083719446400579221e-19 -1.322822060223494134e-13 -2.050416630622782573e-19 1.780895580744817908e-14 1.482562683730037634e-11 -1.557752191128081165e-12 5.698528454667339815e-12 5.632546512535085981e-12 6.944049285237396951e-14 1.441811080249433275e-12 1.794333778781798117e-12 -1.104154268016799278e-11 1.572333409305404217e-12 1.805239291385873912e-11 -2.859516443076692838e-12 5.306817485450920913e-12
4.126084807282667090e-18 5.803077257931801292e-01 -1.658933013499743067e-16 -6.892449170849470619e-01 -4.411061038939029233e-02 4.634774887556355159e-03 -1.227777601808810459e-11 -1.213441153113947735e-11 -6.103878626236538402e-03 -1.267310892104749342e-01 6.431112314627026802e-03 -3.957416968820583192e-02 -4.638182334153575712e-03 -5.325208775753201285e-02 -9.394117428396242531e-12 1.743369337781075501e-11
6.906943460616591697e-20 -1.435342323512570073e-13 1.365259181394765251e-19 1.432513640044555392e-14 2.933611860378437797e-11 -3.082474054651174189e-12 -5.640614296744386053e-02 -5.574540388646474082e-02 -1.939804382660587079e-14 -4.033322070426392791e-13 -2.740208884452477456e-12 1.686137254125474882e-11 -6.629654399244178098e-12 -7.611945275487475016e-11 5.288274491757438689e-02 -9.813702611907551554e-02
4.113126147457858359e-03 -6.087724156158755284e-12 -6.426809262909419403e-03 -7.194491313464168591e-12 -4.743402433830615911e-02 -4.514445286745438768e-01 1.372177638401665956e-01 -4.742173365494768977e-01 -3.058899978101247696e-01 1.473289172577388860e-02 2.068831077792575579e-01 3.362012426303909174e-02 -3.936967278132625925e-01 3.429043414763364994e-02 -1.351599431305262056e-01 -4.682994011038160154e-01
-2.383498587921861390e-13 -9.649766910633568451e-02 3.724590593585328479e-13 -1.539843330401498012e-01 -2.388878100827203366e-01 2.510033786673004919e-02 -8.101350177992212803e-11 -4.473038388394579000e-11 2.609706397591748939e-02 5.418373370656593968e-01 3.960383082300951429e-02 -2.437041440273089443e-01 2.250890276369219706e-02 2.584301301066791456e-01 5.518468495830254945e-11 -6.074002114753636793e-11
2.589684333055936624e-20 -7.372574772901430151e-18 -4.924493210728639155e-20 -1.301042606982605321e-17 -8.326672684688674053e-17 1.040834085586084257e-17 -3.885780586188047891e-16 -1.387778780781445676e-16 1.561251128379126385e-17 3.885780586188047891e-16 2.255140518769849223e-17 -1.387778780781445676e-16 -1.734723475976807094e-18 -8.326672684688674053e-17 5.551115123125782702e-17 1.387778780781445676e-17
-2.587548620609822334e-13 -3.422023450746642433e-03 -3.031581578133552409e-13 6.419428002433509584e-03 -3.719453101545034945e-01 3.908090978880762040e-02 4.672391687994273957e-01 1.120697148625835055e-01 -1.468420002362566361e-02 -3.048790413047809400e-01 -1.309944288518489347e-02 8.060807383566424844e-02 2.096563578138059200e-02 2.407115095799518822e-01 4.759198244255126165e-01 -1.125943554787879886e-01
-8.102451666939908136e-20 -2.282008371554903898e-03 1.584227043288094605e-18 -3.079308716779370126e-04 2.558492696482321249e-01 -2.688250648761116718e-02 9.837271695326600673e-02 9.721495097391276430e-02 -1.196816188429342294e-03 -2.484876067037887146e-02 3.096316117983896263e-02 -1.905333532781263717e-01 -2.713440607777426947e-02 -3.115366472469305315e-01 4.935104713487256656e-02 -9.158223665056626495e-02
-2.296361629833885425e-20 1.322418737015329526e-13 4.366716468247154945e-20 1.785550873822927542e-14 -1.482569622623941541e-11 1.557760864745461049e-12 -5.699996030728016194e-12 -5.633188360221197399e-12 6.933863205826895637e-14 1.439626196031440486e-12 -1.794241838437571346e-12 1.104095287418616067e-11 1.572356828072329904e-12 1.805267046961489541e-11 -2.859823489131940732e-12 5.306935446647287336e-12
6.910178189092093275e-18 5.803077257931794630e-01 -1.939964709861174396e-16 6.892449170849476170e-01 -4.411061038939037560e-02 4.634774887556356027e-03 -1.227755597106968902e-11 -1.213429631820746948e-11 6.103878626236393552e-03 1.267310892104751285e-01 6.431112314627286143e-03 -3.957416968820552661e-02 4.638182334153558364e-03 5.325208775753194346e-02 9.394249895193880535e-12 -1.743380398100729031e-11
-9.735249869843587706e-20 1.435595349194573878e-13 1.806042623827915389e-19 1.449136831041010487e-14 -2.933612554267828187e-11 3.082483487210074813e-12 5.640614296744318745e-02 5.574540388646419958e-02 -1.922356859199864099e-14 -4.004142937358290411e-13 2.740248132571121431e-12 -1.686161800462659954e-11 -6.629657543430478306e-12 -7.611944061181041832e-11 5.288274491757458812e-02 -9.813702611907507145e-02
-4.113126147457849685e-03 6.087621428002912283e-12 -6.426809262909463638e-03 -7.194491042413625470e-12 4.743402433830640197e-02 4.514445286745437103e-01 -1.372177638401659849e-01 4.742173365494775084e-01 -3.058899978101230488e-01 1.473289172577431014e-02 -2.068831077792596673e-01 -3.362012426303950807e-02 -3.936967278132624259e-01 3.429043414763364300e-02 -1.351599431305262611e-01 -4.682994011038156823e-01
2.383443654099212955e-13 9.649766910633568451e-02 3.723864146661288840e-13 -1.539843330401495514e-01 2.388878100827205864e-01 -2.510033786673012898e-02 8.101432285485580152e-11 4.473049645754798842e-11 2.609706397591839144e-02 5.418373370656593968e-01 -3.960383082300834856e-02 2.437041440273102211e-01 2.250890276369226992e-02 2.584301301066797008e-01 5.518469944124712433e-11 -6.073983524734477800e-11
