-5.000000000000000000e-01 2.000000015743369275e+00
-4.932885906040268553e-01 2.000000004086776695e+00
-4.865771812080537106e-01 2.000000013452486236e+00
-4.798657718120805660e-01 2.000000299597830988e+00
-4.731543624161073658e-01 2.000000015831823852e+00
-4.664429530201342211e-01 1.999999995025534050e+00
-4.597315436241610764e-01 1.999999943957850190e+00
-4.530201342281879318e-01 2.000000049418437342e+00
-4.463087248322147871e-01 1.999999973476589199e+00
-4.395973154362415869e-01 2.000000117859510596e+00
-4.328859060402684422e-01 1.999999998615010766e+00
-4.261744966442952975e-01 1.999999154404763946e+00
-4.194630872483221529e-01 1.999988147324179177e+00
-4.127516778523490082e-01 5.999999965667234036e+00
-4.060402684563758635e-01 5.999999963672577152e+00
-3.993288590604027188e-01 5.999999958411932788e+00
-3.926174496644295187e-01 5.999999962366990403e+00
-3.859060402684563740e-01 5.999999984578721524e+00
-3.791946308724832293e-01 5.999999989244116705e+00
-3.724832214765100291e-01 6.000000026703661504e+00
-3.657718120805368844e-01 5.999999979250427273e+00
-3.590604026845637398e-01 5.999999995512699691e+00
-3.523489932885905951e-01 5.999999982413192434e+00
-3.456375838926174504e-01 6.000000014671922344e+00
-3.389261744966443057e-01 6.000000019075690361e+00
-3.322147651006711611e-01 5.999999993381656793e+00
-3.255033557046980164e-01 5.999999966547131969e+00
-3.187919463087248717e-01 6.000000019141146446e+00
-3.120805369127516715e-01 3.999999521868928376e+00
-3.053691275167785268e-01 4.000000111615008791e+00
-2.986577181208053822e-01 3.999999981633704849e+00
-2.919463087248321820e-01 4.000000222987920573e+00
-2.852348993288590373e-01 3.999999968826700503e+00
-2.785234899328858926e-01 4.000000050279492569e+00
-2.718120805369127480e-01 4.000000001083847678e+00
-2.651006711409396033e-01 3.999999951700250467e+00
-2.583892617449664586e-01 4.000000036463160491e+00
-2.516778523489933139e-01 3.999999991299700852e+00
-2.449664429530201137e-01 3.999999975641548300e+00
-2.382550335570469691e-01 4.000000072128864659e+00
-2.315436241610738244e-01 3.999999924432178222e+00
-2.248322147651006797e-01 4.000000016026438843e+00
-2.181208053691275350e-01 3.999999968645557846e+00
-2.114093959731543904e-01 4.000000012276479389e+00
-2.046979865771811902e-01 4.000000186907577415e+00
-1.979865771812080455e-01 5.999999974150035165e+00
-1.912751677852349008e-01 5.999999995843491085e+00
-1.845637583892617561e-01 5.999999976298897586e+00
-1.778523489932886115e-01 6.000000000716709359e+00
-1.711409395973154668e-01 5.999998767472579431e+00
-1.644295302013422666e-01 5.999999981375305325e+00
-1.577181208053691219e-01 1.999882105289944256e+00
-1.510067114093959773e-01 1.999981095296843092e+00
-1.442953020134228326e-01 2.000004787816982876e+00
-1.375838926174496879e-01 2.000002074779289707e+00
-1.308724832214765432e-01 1.999999779731631566e+00
-1.241610738255033430e-01 2.000000376884262465e+00
-1.174496644295301984e-01 1.999999417294993309e+00
